,0,1,2,3,4
0,"[(1167964, 18), (7812754, 18), (11031826, 18)]",0.438699396048,0.417680436402,0.505658378402,0.490995147687
1,"[(2373298, 88), (9102322, 88), (19312210, 88)]",0.530758761835,0.504111105358,0.573840146263,0.564561119842
2,"[(1827292, 48), (2350876, 48), (9797404, 48)]",0.343530410416,0.356939378049,0.400129464691,0.373640065297
3,"[(3638828, 66), (6534700, 66), (7591564, 66)]",0.363302008907,0.364082308035,0.426204798511,0.304701318244
4,"[(4900924, 94), (12570460, 94), (13481884, 94)]",0.627314353174,0.576854614392,0.650011680607,0.650011680607
5,"[(4648828, 62), (7334620, 62), (13908508, 62)]",0.809547499701,0.811383288743,0.825581868766,0.825581868766
6,"[(4978492, 87), (9118684, 87), (13646716, 87)]",0.512899962292,0.492137765992,0.556834007815,0.554065023309
7,"[(11657420, 91), (4177158, 91), (20610868, 91)]",0.687760855647,0.627564646926,0.701247308603,0.701194113122
8,"[(343804, 34), (1602668, 34), (17106572, 34)]",0.331429662738,0.375700781281,0.420994106134,0.27386247454
9,"[(10311292, 86), (13067986, 86), (15569554, 86)]",0.351842626101,0.411947358069,0.448018504161,0.422647306826
10,"[(1187356, 47), (5779422, 47), (16037790, 47)]",0.552903748027,0.478905013404,0.585153545899,0.578300311358
11,"[(3178066, 84), (20126674, 84), (15470776, 84)]",0.471090826728,0.407803755202,0.516063429755,0.398300241593
12,"[(4852444, 63), (15663484, 63), (15876796, 63)]",0.465903074395,0.481157144625,0.541838829642,0.522249411062
13,"[(12612274, 5), (12079802, 5), (3712760, 5)]",0.557522253454,0.541113279935,0.604615611601,0.601393901436
14,"[(5783260, 22), (8055154, 22), (3309164, 22)]",0.671594244923,0.621722769224,0.68745258759,0.68673866688
15,"[(5220892, 70), (5715388, 70), (6723772, 70)]",0.40929278484,0.419679284751,0.472864336444,0.371357695691
16,"[(12612274, 5), (12079802, 5), (3712760, 5)]",0.557522253454,0.541113279935,0.604615611601,0.601393901436
17,"[(1827292, 48), (2350876, 48), (9797404, 48)]",0.343530410416,0.356939378049,0.400129464691,0.373640065297
18,"[(6277756, 93), (7014652, 93), (12880732, 93)]",0.719967191121,0.740087984611,0.763334096158,0.761910632
19,"[(17156668, 12), (19037692, 12), (13017688, 12)]",0.353615536093,0.368125363568,0.416716981922,0.330094278125
